id,title,genre,plot
49197,The Eternal City (1915),Drama,"Leone, a Papal guard, is devastated when his wife drowns herself after mistakenly thinking that he had abandoned her. He turns over his son David to be brought up by nuns, then enters a monastery. David is brought to London and is raised to be a beggar and thief until he is rescued by Dr. Roselli, an Italian political refugee, who raises David with his daughter Donna Roma. Years later David gets heavily involved in Italian politics and incurs the enmity of the corrupt Italian Prime Minister, which leads him to discover the hidden secrets of his family's past--and present."
40452,"""Bushfires: Inside the Inferno"" (2014)",Documentary,"To live in Australia is to experience bushfire. We live in the most fire-prone natural environment on earth. Nowhere else in the world is so regularly ravaged by infernos of the intensity, scale and destructive force of the Australian bushfire. As our population grows and spreads and as the effects of climate change are felt, the danger to loss of life and property escalates. What do we know about bushfires and how can we prevent their devastating consequences? Not surprisingly, Australia is a world leader in fire research and the complex and technologically sophisticated job of fire fighting and prevention. Inside The Inferno takes us into the terrifying heart of major fire events, unfolding the research that explains how fires start, grow and change; and how we predict them, prevent them, fight them and hopefully survive these violent natural disasters. Inside The Inferno uses the most recent bushfire season - from the vast fires in the Blue Mountains last October through to the end of April 2014 - as the spine to unfold our current scientific understanding of bushfires. The audience learn some of the history of fire in Australia and what recent conflagrations tell us about the how fires ignite, evolve and die, and the crucial role that weather plays during a fire event. Inside The Inferno explores not only the devastating mega fires such as Black Saturday in Victoria 2009 and the Canberra fires of 2003, but also major fire-fronts that received little attention. The series does not purely retell the narrative of the fires themselves, but explores how they have provoked the evolution of the science of bushfires and how we can devise strategies to combat them."
17429,Young Guns of Texas (1962),Western,"A man searching for a stolen army payroll is joined by several men after the reward money. One of the pursuers, after killing a ranch foreman, elopes with the ranchers' daughter. Enraged at the shooting of his foreman and convinced that his daughter was kidnapped, the rancher leads a posse after his daughter. When Apaches attack the thieves and their pursuers, the rancher's posse is forced to side with his daughter's new husband and his friends."
2362,"""Yes, Inc."" (1998)",Fantasy,"Jenny is a young girl who gets drawn into her computer world and interfaces with glitches, spam and computer trash. She has been digitized and turned into a process so she can run on a computer from the inside. She's got a lot of very specific definitions of what a human being is, what it actually means for one to ""run"" on a computer, and to assume a great big honking load of hardware. Her world is an abstraction of the inner workings of a computer. Baffling to anyone who's ever written a line of code in their life, where seemingly real world actions like jumping, talking, walking, fighting, kissing, hugging represent a step in the execution of the process performing these actions. She's a facet of program processing but a digitized human process responds differently than a non-human process. Her world is created by Master Control, who decides arbitrarily to make humans breathe but programs not. Human interface renders a complex paralleled resource allocation. Jenny is a Prep School girl who gets drawn into her computer world and interfaces with glitches, spam and deleted data. She has been digitized and turned into a process so she can run on a computer from the inside. She's got a lot of very specific definitions of what a human being is, what it actually means for one to ""run"" on a computer, and to assume a great big load of hardware. So her world is an abstraction of the inner workings of a computer. Baffling and codified, where seemingly real world actions like jumping, talking, walking, fighting, kissing, hugging represent a step in the execution process of performing these actions. Jenny is a facet of program processing --a digitized human who responds differently than a non-human process. Her world is a simulation once created by Master Control, who decided arbitrarily to make humans breathe and bleed, and programs not. Human interface renders a complex paralleled resource allocation on a User like Jenny who doesn't need to work the same as a program for her world to be exciting."
15372,George Michael: The Road to Wembley (2007),Music,"Chris Evans fronts exclusive coverage of the first ever live music concert from the new Wembley Stadium as world-renowned artist George Michael performed to 90,000 fans at his sell-out show. The programme also features contributions from celebrity friends and fans and counts down to the moment when Channel 4 crosses live to the first ever show at the super venue."
21364,Le château des Carpathes (1976),Mystery,"In 1898, strange things happen in a castle not far from Werst, a small village in the Carpathian mountains of Transylvania. Normally it is twenty years since the lord of the place, baron Rodolphe de Gortz, has abandoned the castle. One day though, Frik, the shepherd, can see smoke coming out of the chimney. All the village is stirred up by the news. People believe Chort, the demon, has returned. Count Franz de Télek, a visitor, intrigued by all this turmoil, decides to investigate..."
43813,The Griffin and the Minor Canon (2002),Animation,"A Griffin (a beast that is half eagle/half lion) comes to a town that has his likeness above the church door. Having never seen himself, he becomes fascinated with the statue. His presence frightens the villagers and they ask their Minor Canon to get rid of him. The Griffin only eats twice a year, and he only eats those he likes. And he grows to like the Minor Canon, thus causing a moral dilemma."
48955,"""Life in the Frame"" (2017)",Drama,"Go behind the scenes with Michael as he takes his family on the adventure of a life chasing his dreams of building a media empire. Life in the Frame is a show that gives a glimpse into the crazy life of the Mueller's. The ringleader husband and father, Michael Mueller owns a multimedia company, Michael Mueller Media, which is ran with his family and friends. Each episode is an adventure into all the amazing different projects they create."
23040,"""Madelline & Mommy Show"" (2014)",Reality-Tv,"This mini series is about things related to children ages up to 10 yrs of age and their parents. doing such things as arts, music, crafts, science projects, challenges, movement, talents , sharing , interaction, toy and candy reviews fan and birthday mail.in a reality setting."
51172,Goal Rush (1994),Sport,"Ian Rush tells his personal life story in our exclusive official film including interviews with family, friends and opponents interspersed with action footage of his supremely successful fifteen years at Liverpool Football Club where in two periods he became the Reds greatest goals scorer of all time."
14795,"""Pacatele Evei"" (2005)",Romance,"A world of appearances, elegance and luxury, but eaten away by fears and compromises hides terrible secrets and many sins. In this world, the game is set and the fall is near. A world of wealth, of temporary happiness, of shameful secrets in which models are high-class prostitutes, where drug dealing is a reality and gang fights leave countless victims. The Sins of Eve is a detailed story of confusions, conflicts and revelations."
25790,14 Tage lebenslänglich (1997),Thriller,"Konrad von Seidlitz is a young yuppie lawyer currently celebrating his engagement with Cornelia, daughter of minister of justice Volkerts. As a public relations gag, he hasn't paid his parking fines for two years and now insists on being sentenced to jail for two weeks as punishment. Using his knowledge as a lawyer he makes the best out of his visit in jail still working, still in a splendid mood and not adapting to any rule. Probably a good way to get the desired public attention, but also a good way to make enemies inside the jail-house. One day before Konrad is to be released his booth is searched and two hundred grams of cocaine are found. That's a serious problem even for a brilliant lawyer like Konrad and even if you're innocent."
27087,"""Crime Time"" (2008)",Animation,"Crime always pays - with big laughs in this clever series of rambunctious animated shorts. Shifty (The Criminal), a pint-sized pilferer with lofty ambitions and limited brainpower, perpetrates crimes from the sublime to the ridiculous - and never quite pulls them off, resulting in hilarious consequences. Rendered in a graphic style reminiscent of classic UPA shorts, the action is nothing short of... arresting!"
33961,"""Way of the Warrior"" (2010)",Reality-Tv,"Way of the Warrior is a reality TV show which takes a group of men who have become overweight and unhealthy couch-potatoes - men who have lost their drive and momentum and are looking for a way back on to the path of mental and physical health...and through the transformative power of Martial Arts, turns them into lean, healthy, formidable fighting machines. Way of the Warrior is not for the faint-hearted!"
33820,Kathy Rain (2016),Adventure,"Set in the 90's, Kathy Rain tells the story of a strong-willed journalism major who has to come to terms with her own troubled past as she investigates the mysterious death of her recently deceased grandfather. Armed with her motorcycle, a pack of smokes, and a notepad, Kathy begins to delve into a local mystery surrounding her hometown that will take her on a harrowing journey full of emotional and personal turmoil. As she follows a trail of clues he left behind, questions emerge... What was Joseph Rain really looking for that night all those years ago? What turned him into a mere shell of a man, confined to a wheelchair? What secret did a suicidal young artist take with her to the grave, and why are so many people in Conwell Springs going mad? The truth is dark and sinister..."
1826,Deep Sleep & Relaxation (2010),Music,"Breathe slowly and relax into a deep healthy sleep with the Deep Sleep & Relaxation DVD - created specifically for triggering the calming delta brain waves that enable a good night of peaceful deep sleep. Deep Sleep & Relaxation offers scene after scene of proven relaxation landscapes designed to de-stress and tranquilize the viewer and enhance the sleeping experience. A slight breeze stirs in a late afternoon Napa vineyard, a pastoral setting with grazing sheep, clouds cascade and billow towards the horizon, the twilight hour of dusk along the Pacific coast overlooked by a lighthouse, endless unfolding star fields fade into the cosmos. Professionally filmed in High Definition, widescreen, Deep Sleep was specifically produced for use by hospitals, clinics and health facilities throughout the country and is now approved and available for private non-prescription use by those suffering from insomnia or seeking a tranquil way to unwind and prepare for sleep."
13002,Sista 25 (2008),Adult,"The silver edition of Afro-Centric's best-selling all girl, all chocolate series is here! Director Jax has captured brand new hotties Nia and Candice Nicole, Sinnamon Love's Sista debut, Miss Tia's big round ass, Stacy Adam's big natural titties, and a sizzling lezbolicious 5 girl orgy!"
51500,Blazing Arrows (1922),Western,"While attending Columbia University in New York, a young Sioux Indian named Sky Fire falls in love with Martha Randolph, a pretty young white girl. Things take a turn for the worse when a rejected suitor tells Martha's father that Sky Fire is an Indian, and the father promptly refuses Martha permission to bet married. Sky Fire returns to the west, but his troubles follow him--the man who revealed his identity follows him and murders Martha's guardian, leading to Martha's seeking Sky Fire's protection and a shocking conclusion for all concerned.."
47903,Damaged: A Making the Band Special (2009),Reality-Tv,"Making the Band ended with a bang last season as Diddy fired Aubrey and D Woods walked out. Our 60 minute special will feature commentary from the biggest MTB fans, media experts, Day 26, Donnie, Dawn, Aundrea and choreographer Laurie Ann Gibson about the events that led up to the explosive season ender and what we can expect for the new season while the future of platinum recording artists Danity Kane hangs in balance."
14517,Trapped! (2006),Thriller,"A weekend vacation turns terrifying when computer scientist Samantha (Alexandra Paul) and her daughter are lured into the hands of a killer. Kidnapped and held hostage, Samantha is given a choice: she must use her expertise to help her captors carry out an unspeakable crime, or let her daughter die. Nothing is as it seems in this twisting thriller, where high-stakes and high-tech collide for an edge-of-your-seat movie experience that will keep you guessing until the very end!"
48379,The Water (????),Drama,A massive drought hit the small city of Kuwait at the beginning of the last century before oil was discovered. No drinking water is left except for some private wells owned by wealthy individuals. A vicious skipper discovers a great wells and hides it from everyone in town. Clashes starts happening after the water peddlers breaks in his well.
48048,Krishnanum Radhayum (2011),Romance,"The film is the love story of John (Santhosh Pandit) and Radha who are from rich families, born in different religions. They fall in love and get married against the wish of their families and had to live separated from their families. They struggled financially and were in the middle of several other problems. Two young girls Rugmini and Sreelatha came in to John's life and caused chaos in their married life. John's enemies teamed up against him to make John's and Radha's life worse. How John fought against all odds and what John had to sacrifice form the rest of the story."
40622,"""How Clean Is Your House?"" (2003)",Reality-Tv,"Meryl Gaskin hasn't been able to get into her lounge for two years because since her children left home she's filled her home with junk. Then there's the biohazard kitchen, assorted dead life forms and ivy growing through the windows. Kim and Aggie love a challenge, but is this empty nest going to send them cuckoo?"
12581,Blood Pigs (2010),Horror,Ninety nine percent of the worlds has been destroyed by a bio-chemical war. Technology is obsolete and the soil has been polluted leaving people with barely any food. The survivors try to continue on by hunting and consuming the living dead which has dire results as the dead flesh begins to mutate with the bio-chemical still in the atmosphere. People's digestive systems begin to evolve and force their way out of victims mouths to search for food on their own. Mutations spiral out of control into a grotesque finale.
39012,Sadaa Suhagan (1986),Drama,"Rajshekhar (Jeetendra) lives alone and is wealthy. He meets with Laxmi (Rekha) and both like each other, and they marry. Years later they have three very well-behaved children, two boys, and a girl. Rajshekhar is proud of his children and is shocked to find one day that his eldest son, Ravi (Govinda) is having an affair with the daughter of a prostitute, when Ravi protests, he is asked to leave the house, which he does and finds work as a petrol-pump attendant. Sometime later, money is missing from the household, initially they suspect their servant, Keshav (Mohan Choti), but then find out that it is their second son, Shashi (Alankar) who is the thief, he too is asked to leave the house, which he does, and finds employment as a peon. Sometime later, Rajshekhar and Laxmi find a suitable groom for their daughter, Babli (Sheela David), but she refuses to marry, as she does not want to waste her life living in her husband's shadow. Their lives turned upside down, they start having health problems. They go in for medical check-ups, not knowing that this will change their lives, and way of thinking forever."
43391,The Big Story (1999),Adventure,"Two small-time thugs kidnap a senator's daughter. The ransom: a secret isotope the U.S. government developed as a black project. Soon the first thugs run afoul of a gang of international terrorists who capture the isotope, the first pair of thugs, the senator's daughter, a bevy of beautful government agents and a brace of superheroines. Can a lone operative rescue the kidnapped ladies before they all come to grief?"
36385,Cheong yeon (2005),Romance,"The First Lady Korean Aircraft Pilot ""Pak Kyeong-Won"" was born as poor Korean girl in the era of Korea merged by the Japanese Empire. She went to become lady pilot to Japan. To earn study fee, first she became cab driver, afterwards she get second flight license. She was dead by flight accident of tour to Korea by single flight in Izu Japan. This movie describes her life, adventure , romance and death."
21770,Growing the Big One (2010),Romance,"Seattle radio talk-show host Emma Silver inherits grandpa Walt's pumpkin farm in Valleyville. She didn't plan to respect his last will, which was to run the farm, but loses her job and is forced to accept hosting a new 'green' program. In order to keep it, she must pay off a $75,000 mortgage. To that end, she hopes to win the pumpkin growing contest using grandpa's winning seed line and cultivation log. Neighbor Seth Cullen, the town's handyman (and actually a Stanford engineering graduate), has a hard time convincing her they need to team up. Seattle radio call-in show host Emma Silver is called back to the small town of Valleyville, a three hour drive away, upon learning of the death of her paternal grandfather, farmer Walt Silver. Like every farmer in Valleyville, Walt primarily grew pumpkins, as Valleyview holds a competitive annual pumpkin growing contest. Emma has not been back to Valleyville, where she used to visit all the time as a child, since the tragic death of her parents when they were visiting there while Emma was away at college. As she is his only next of kin, Walt deeds the farm to Emma, despite he knowing she knows nothing about farming, and deeds her a few seeds from his last award winning pumpkin, the latest in a lineage. In a note to her, he asks her to make sure the spirit of his legacy in the farm is preserved, if not by her than by someone she trusts will honor it. He also mentions that he hopes she can deal with issues that he could not during his life, which she learns is a $75,000 mortgage on the farm, due at the end of the current year's growing season. Walt's death also leads to Emma getting to know some of her new Valleyview neighbors, some of who have an agenda. Valleyville Mayor Kyle Finster, who is also the bank manager, wants Emma to sell Walt's farm to a developer, in the name of the town's ""progress"", and to foreclose if need be to get that to happen. And Emma's next door neighbor, Seth Cullen, who earns a living as a mechanic running such a business on his farm, wants to buy some of Walt's pumpkin seeds in an effort to open his own garage on Main Street to compete against Mighty Muffler, a chain outfit coming to town as part of the Mayor's progress. Emma also learns that Seth's plan involves winning the pumpkin growing contest, which has the potential of a $50,000 prize if the world record of 1,878 pounds for a single pumpkin is broken. In combination with work issues resulting from a corporate merger, Emma decides to stay on the farm for the season to try and win that $50,000 prize to save the farm. As Emma tries to learn all she can about farming, including the secrets of the other locals and of her late grandfather, she may come to the realization of who may be best to look after Walt's legacy in the long term, and what she herself wants for her life."
49613,Jue zhan shi shen (2017),Drama,"A Cantonese street cook and his chief rival, a French-trained Michelin-starred chef, discover they have a lot in common as they prepare for a world-famous culinary competition. An international culinary competition becomes a battleground between rival cooks, one famous for his Cantonese street food and the other a Michelin-starred chef trained in France. But their rivalry takes an unexpected turn when they discover a common foe and combine their skills in a fusion of East and West."
44712,The Stake Killer (2009),Horror,"The legend tells, that count Falkenstein sought immortality through the souls of his victims. He went down in history as the first serial killer, even before Jack the ripper. Thirteen people fell to the ""stake killer"" before he was captured and executed in 1799. Even today whispers of his name roam through the secluded german highlands. Unaware, a group of young backpackers sets out on a hiking trip to the swabian alb. But this innocent outing will soon become a horrifying nightmare. Chased by a mysterious killer, they have little time to solve the riddle. Has Falksenstein returned? And how do you defend yourself against a immortal enemy?"
25843,"Kill It, Skin It, Wear It (2008)",Documentary,"Merrilees Parker investigates the recent surge in popularity for fur and tries to find out whether the animals are killed humanely. Later on she goes beaver trapping and asks whether she could kill it, skin it and wear it. Will she ever wear fur again?"
17714,Doolittle Raiders (2006),Documentary,"""Doolittle Raiders"" is an animated documentary, portrayed through the viewpoint of the opposition to Bush from within Bush country, both inside and outside the system. The feature has been animated using a rotoscoping process, going through live action frame by frame, and using that as the basis for animation. The animation style is loosely based on the oil and watercolor looks of realistic American painters such as Edward Hopper, Andrew Wyeth, Winslow Homer, and John Singer-Sargent - whose paintings can, at a distance, be mistaken for a photograph. Starting and ending in Crawford, Texas, ""Doolittle Raiders"" follows Texan Deaniacs up to Iowa for the primaries, Texan protestors to NYC for the 2004 RNC protests, Demfest 2005 in Austin, and finally Cindy Sheehan's roadside protest in Crawford. Various political figures show up from time to time, although the focus of the film is more about the common man and woman involved in politics, and more specifically, a comparison/contrast of the approaches of Democratic party activists and war protestors. Where do their methods and ideologies overlap, and where do they diverge?"
9741,Les bois noirs (1989),Drama,"Violette, a beautiful aspiring actress meets a handsome stranger named Gustave. After a whirlwind romance they marry, and move into his ancestral home which they share with Gustave's mother. An unexpected visit by Gustave's brother Bastien leads to a tragic series of events after Gustave becomes insanely jealous of the attraction between his new bride and his brother."
15074,Cheap Booze & Cigarettes (2007),Adult,"What's Your Vice? Two tales of drunks, ex-cons, and henpecked husbands... all down on their luck, and finding their only pleasure in nasty, zipless sex. In Anywhere But My Bed, our hero finds he can only get turned on in his apartment building elevator. Try as she might, his buxom wife is unable to lure him into bed. Instead, he is drawn to stalk, seduce, and have sex with strange women in between floors. Going up? In The Big Shot, Evan Stone plays a former felon who finds himself cheated on a bill in a local coffee house. The owner takes him for a fool, short-changing his change. Evan seeks counsel from a whore in a local flophouse."
12840,Takin' It All Off (1987),Comedy,"A school for strippers is in financial trouble. They audition for The Big Strip Joint Owner, and he's pleased, except that the new girl can't make herself take her clothes off. After hypnosis, she's ready, willing, and able, but always strips when she hears the Big Theme Song, and threatens the future of the strip school when she wants to become unhypnotized."
50865,Galaxy Factions (2013),Action,"Dominate the galaxy in an exciting 3D Sci-Fi combat strategy experience. Gather resources and loot equipment to build your simple space station into a massive fortress while you muster an army, recruit special Heroes with unique abilities, and destroy your enemies. Make alliances to bolster your forces and conquer even more, but beware-your friends may be waiting for the right moment to strike."
5616,"""Foxpro Fast & Furious"" (2010)",Reality-Tv,"Join hosts Abner Druckenmiller and Mike Dillon for this fast-paced, action adventure and first all-predator hunting show on television. Top predator experts will offer insights into the best technique for calling, scouting, stand setup and gear to make any outdoor enthusiast an outstanding predator hunter. This season the hunt goes from Alberta, Canada to Wyoming and all the way to Virginia and Washington. From fast critters to quick stands, predator hunting is intense; with rifles in hand, scatter guns in lap, or even the occasional bow hunt, their crews are prepared for whatever comes their way and there's never a dull moment."
12361,"""Fresh Meat"" (2007)",Talk-Show,"Starting their first year of college, a young group of girls realize that to make anything of their college experience they quickly need to find a club to be part of. Not finding much inspiration from the freshers week fairs, they soon come to the conclusion that the best way for them to care about their club, is to form a club of their very own... After almost a week of endless brain storming, Ashley, Jenna and Erica meet the young British nomad - Barrie White. It only takes one crazy night for the girls to all idolize Barrie and declare him the love of their young lives, little do they know that to Barrie, they are all just FRESH MEAT. living by each word that comes from the young brits mouth, the popularity of the girls club spirals out of control, lighting up their campus with mad night after mad night. But with 3 young, attractive, head strong girls who are all head over heels in love with the same guy, living by the outfits slogan of ""live fast, die young"", it's only a matter of time before drama erupts..."
13294,The Flame Barrier (1958),Sci-Fi,"Carol Dahlmann enlists the Hollister brothers to help locate her missing husband. The husband was tracking a fallen satellite through the jungle. While tracking him down, the trio discover an unusually strong acid killing animals and people. Carol Dahlmann (Kathleen Crowley) persuades Dave Hollister (Arthur Franz), against his will, to help her search for her husband who disappeared in the Yucatan jungle while he was searching for a lost satellite. Dave, his brother Matt (Robert Brown), and Carol, after many a harrowing experience, locate the missing satellite and the corpse of her husband (Dan Gachman). Much to their horror, the satellite exudes a mysterious substance which disintegrates anything that gets too near it."
11748,The Importance of Doubting Tom (2016),Comedy,"Gwen is shaken and confused by a recent breakup from the guy she thought was the one, but something doesn't seem right. In searching for the truth, mixed identities, comic hijinks, and lover's games ensue in this screwball comedy set against the backdrop of a dart league."
2716,Warrior Princess (2005),Animation,"A warrior princess from another world is hiding inside a massive lotus flower and accidentally gets exposed by Krishna Balram. Her cover thus destroyed, she is immediately tracked and attacked by her enemies who are on the lookout to eliminate her, as she is the last surviving rightful heir to the throne. Krishna and Balram take on the responsibility of protecting her."
8113,"""Lowrider Brasil"" (2014)",Reality-Tv,"A low-to-the-ground car, equipped with spoked wheels, a hydraulic suspension system, plus a glossy paint job. And what's more: it bounces. To own one of these extravagant rides is a dream come true to a whole lot of people. But it's not only about affording it. You have to earn it. This is the world we're introduced to on Lowrider Brazil, as we're taken to Vida Real and see what it's like at Brazil's pioneering lowrider car club. The mastermind in charge of getting the club in full gear is Tatá, joined by his sidekicks Japonęs and Alemăo. Tatá is known for his no-nonsense approach towards newcomers. Japonęs is a hot-headed auto mechanic. As for Alemăo, he's a true chicano, and specializes in lowrider bike projects. The everyday challenges faced by these heroes and their ties with other lowrider aficionados are given special attention in a setting marked by a strict moral code, where everyone's devoted to a common passion: building lowrider cars and bikes."
8955,Break Up (1998),Thriller,"Jimmy is married to the abusive Frank, but she's building a nest egg so she can leave. For a year, she's been deaf as a result of one of his beatings. One night, he pushes her over the stairwell, and she ends up in the hospital. When a charred body in her husband's car is pulled from a pond, the cops want to talk to her, but she bolts for her sister's, loses her savings pass-book, and then learns someone has emptied her bank account. She's goes on the run, with the same cops on her trail, and eventually realizes Frank may not be dead. Getting back her money, facing Frank, satisfying the police, and finding her freedom may be more than she can handle."
5847,"""CMT's All Jacked Up"" (2009)",Reality-Tv,"It's a hot rod ... it's a speedboat ... it's both! Host C. Thomas Howell gets behind the wheel of the ""Python"", the world's most amazing amphibious car. Then Tommy meets Dr. Megavolt, a 'mad scientist' who likes to play with 200,000-volt lightning bolts."
35543,Fahrschule (1986),Comedy,"Herr Steinkoehler is a passionate pedestrian, yet he suddenly finds his family coming into ownership of two Wartburgs. One of them Steinkoehler bought out of pity from a friend who needed the money to pay off his divorced wife, whereas the second one his wife Gisela secretly ordered years ago and has now just arrived. Both of them enroll in a driving school. For Steinkoehler, the lessons, or more precisely the driving instructor named Hempel, are nightmarish. Hempel exercises his powers to their fullest extent with Steinkoehler. In addition, Steinkoehler becomes jealous when his wife Gisela distinctly mixes very well with her own driving instructor. Yet fate would have it that a flighty, young, female driving student mistakes him for a driving instructor. Her devotion both lifts and confuses him with equal measure, but he is nevertheless determined to use this unexpected opportunity for adventure."
22453,Korsan (2014),Mystery,"The Pirate, is a punisher who punishes random individuals in the corrupted society according to his own fictive norms but suddenly appears a lump which shakes his main idea and impresses him. The Pirate gets confused in between the lump and his idea."
20493,"""The Solteron"" (2010)",Reality-Tv,"Ready to settle down, David returns to his parent's homeland, Bolivia, to find the love of his life. He embarks on a journey which unfolds over 13 episodes, where one by one he eliminates the contestants until only one is left standing in front of him. Through a series of challenges, David gets to know the contestants and week after week is forced to decide who continues on the journey and who gets left behind."
28168,"""This Is Me"" (2016/II)",Family,"This Is Me - We live in a beautiful country, with truly amazing kids. They might be super smart or amazingly sporty. They might have a head for robotics or a heart for culture. They might make stories, or pictures, or dream of a shiny future. In five minutes it is amazing what you can find out about some of Australia's finest young hearts, minds, spirits and souls. This Is Me - Showcases thirty-two extraordinary kids aged 9-16, in an entertaining, factual, short-form format. The series allows young Australians to share their experiences with the world as well as their thoughts about their life, friends and family. This Is Me - Is the kids stories in their words, from their worlds. The brand new series provides a vibrant snapshot of Australian childhoods in 2016. This Is Me: We live in a beautiful country, with some amazing kids. They might be super smart or amazingly sporty. They might have a head for robotics or a heart for culture. They might make stories, or pictures, or dream of a shiny future."
9067,Offended (2016),Documentary,"""In the Salvadoran civil war, my father and thousands more were captured and tortured by the State. These are some of their stories. When I turned 33, my mother told me that my father, during the Salvadoran civil war, had been captured and tortured for 33 days by the National Police. Two years later I had the courage to ask him and other men and women about those days. These people do not ask for revenge, all that they ask is to know the truth."""
31516,Jack Boyz (2016),Crime,"Set in a present day urban environment, ""Jack Boyz"" is the gritty tale of an ambitious crew of stick-up men with a flawless record. Led by the wise and meticulous minded Salim, the gang follows a strict week-long regimen of cleansing and synergy before each heist. By adhering to Salim's personally crafted approach to crime, the unit develops a signature level of execution and harmony unparalleled in street crime. But when one member of the team breaks discipline and violates a key principle, he jeopardizes his team's reputation and unwittingly aids in the kidnapping of a vital lifeline; his own lover. With the Jack Boyz' integrity now in question and an innocent life in his hands, Salim must decide whether to bow out and preserve his own livelihood or prove that his exercises of discipline and harmony were not in vain."
31068,Alite (2015),Sci-Fi,"Alite is a fan port of the classic Elite from the 80s. Specifically, Alite focuses on the Amiga version. Command your Cobra space ship in a fantastic voyage of discovery, adventure, and trade, a supreme test of your combat, navigational and entrepreneurial skills. Trade between countless planets, using the proceeds to equip your ship with heat-seeking missiles, beam lasers and other weapons - corporate states can be approached with little risk, but unruly anarchies may be swarming with space pirates. There is a lot of bounty to be made for the daring pilot. Do you have it in you? Learn how to fly your Cobra in a series of face-to-face lessons from renowned Commander Quelo and profit from his vast experience. Remember: Black market trading can be lucrative but could result in skirmishes with local police and a price on your head! However you make your money, by fair means or foul, you must blast onwards through space annihilating pirate ships and hostile aliens as you strive to earn your reputation as one of the Elite!"
1565,The Rainbow Trail (1925),Western,"John Shefford is looking for his uncle Venters who years ago found a hidden valley and lived there with Jane Withersteen and young Fay Larkin. He finds Kay, now grown, who tells John that Willets and his men got into the nearly inaccessible valley and she has agreed to marry him to save the lives of the other two. John and Fay head for the valley with Willets and with his men right behind."
15230,The Crime of the Century (1933),Mystery,"A doctor who is also a ""mentalist"" confesses to a murder. The only problem is that the murder he's confessed to hasn't happened yet--although dead bodies are now starting to turn up all over the place. A reporter sets out to solve the ""mystery""."
51504,"""The Musical"" (2011)",Romance,"Musical drama about the dreams and love of musical actors. Go Eun Bi is a medical student who loves musical, and her dream is to be a professional musical actress.Hong Jae-Yi is one of the best Korean song composers who quit musical and leaved Korea after his girlfriend (Bae Kang Hee) broke up with him and married to another man, but now he comes back, and by accident he meet Go Eun Bi. He plans to help her achieve her dream. Hong Jae Yi believes that Eun Bi will be a better actress than Kang Hee,besides a love triangle makes happen between three of them..."
46592,The Positive Life: Big Brother India (????),Documentary,"Documentary follows Jerry Hughes of Hughes Foundation, who is HIV Positive, and his work in India with an orphanage of HIV/AIDS infected children without parents who have died of the same disease. His work throughout the region combats religious persecution from ""White Jesus"" preachers who tell those infected they are cursed by God. Fighting the battle daily in Nagpur, while also advocating for education, love, medicine/vaccinations, and true compassion with a team of three Indian mates whom he's worked with now for over ten years."
40227,Hello-Goodbye (1970),Comedy,"Harry England, a British car salesman on a trip to France meets a Baroness when her Rolls-Royce Breaks down. They spend a few days together and become lovers before she disappers one night, but Harry does not know her surname. The Baron then hires Harry to teach his teenage son about cars on their country estate. Harry discovers the Baroness again and their affair continues. Harry falls in love and asks the Baroness to leave the Baron who has taken up with a lady of his own. Hello-Goodbye is a light comedy where one of the funny moments occurs with a drunk Harry driving a prize vintage car into a swimming pool."
4931,Chainsmoker (1998),Short,"It's a cold winter night in Berlin when a young woman steps out of the shower and trembles after her package of cigarettes. Empty! Desperate she begins a hunt for cigarettes. But it doesn't start well. She locks herself out, it starts to rain, and when she finally find a cigarette machine the coin gets stuck in the machine. She goes from there, angry and shaking and partly unknowing of the strange chain of reaction, that she just started."
33315,Max Topas - Das Buch der Kristallkinder (2017),Fantasy,"9-year-old Max Topas wakes up one morning too late and realizes that his parents and sister have disappeared without a trace. A strange man, Monsieur Quidam, appears in the same moment and claims, that he put a spell on Max's family, so that they will board an airplane and then they will remember neither her son nor their life to date and that Max will never see them again. And the man says, that it's entirely up to Max to lift the spell. He just had to bring the Book of the Crystal Children to Monsieur Quidam in two hours. The only clue by the mysterious figure: the business card of ""Madame Edda"", who will help Max to understand the matter, and also could point the way to find the book. And so Max has to go on an incredible quest that will lead him into a very special world and turn his life completely upside down."
48773,Terriney TV's Faith Academy (2014),Family,"What on earth did Cody do to Mrs. Goofenhauser? A typical day at Faith Academy evolves into a day that Cody will never forget. As Cody's friends cover for him after the explosion in the Science Lab, Mrs. Pickles grills the glass and demands to know what happened to Mrs. Goofenhauser. After being sent to PSS, students in the prayer lab teach Cody the power of prayer and a life lesson on having faith. In the meantime, the Principal, Mr. Studymeyer scramble to make a good impression on the State auditor, in an attempt to keep Faith Academy open for another 12-months."
33098,Dabbe: Cin Çarpmasi (2013),Horror,"Preparing for her wedding, Kübra gets possessed by unknown livings. To cure Kübra, a psychiatrist, Ebru, gets on way. Ebru is also an old friend of Kübra. Ebru would work together with an exorcist to save Kübra. Just when things seemed to be going well, everything start going horribly wrong."
5803,Seal: Live in Paris (2005),Music,"The first ever live concert album from multi-platinum selling Grammy winning critically acclaimed Seal. Live In Paris features his spectacular performance at the Olympia 'Bruno Coquatrix' (qv) on July 6, 2004 and is the ultimate in-concert experience of the pop, dance, urban and adult contemporary superstar featuring classics ""Kiss From A Rose,"" ""Crazy"" and ""Love's Divine."""
